feature,importance_mean,importance_std
year_num,2451.2805441493188,288.5457509653108
mileage_num,1619.4734328188563,168.677678995889
make,411.8437830820777,11.39471642450714
model_base,384.06295698731776,30.491687023581914
mileage_per_year,344.39308315386506,32.976225214655386
condition,70.64360439100282,14.794712946515165
engine_liters,29.258098827471077,4.814714262647841
engine_cylinders,27.02695896147452,26.33472917946566
body_type,24.63787024407775,61.37486822864481
days_since_posted,21.14776573342906,11.351528450200941
location_state,11.396058626465765,20.627098407832666
fuel,10.34486683417099,2.5796826699219793
engine_cylinders_missing,0.6630502512562998,1.1224614781783702
days_since_posted_missing,0.0,0.0
engine_liters_missing,-0.688191792294947,1.013374160581488
transmission,-1.2518115577890967,0.5348468408602539
