feature,importance_mean,importance_std
year_num,2600.4223458104398,100.2098852709436
mileage_num,1889.0327858669104,232.76593279605186
make,526.1051085673587,60.818643472334166
mileage_per_year,440.5331425518924,46.338050260686984
model_base,397.7588121947494,58.442548440953296
condition,109.6577055097675,24.805938553104717
engine_cylinders,61.614427503052774,16.11470790721859
body_type,36.54868849206368,17.132046635405434
engine_liters,32.68790197649605,7.02729996992348
days_since_posted,26.035973939255292,13.991049282646832
fuel,15.946162927350269,10.98610025843627
location_state,8.10165865384597,28.676953588212495
engine_liters_missing,0.9948673687423252,0.606123350155155
engine_cylinders_missing,0.8407286324786583,1.2463089861655132
transmission,0.14637500000008002,0.9854559025344723
days_since_posted_missing,0.0,0.0
