feature,importance_mean,importance_std
year_num,2295.127832519332,184.40517542578948
mileage_num,1437.4433958078953,58.69066828917979
make,389.8901076516073,30.54532809852986
model_base,387.44492032966934,26.58861853646608
mileage_per_year,255.04373544973495,21.040567206698736
body_type,101.53763268213197,43.87258890819861
condition,65.7436320716317,12.196308422082028
engine_cylinders,45.97706410256387,23.396498128549556
engine_liters,31.73504202279164,6.829034188424247
location_state,16.683176638176246,9.297098450182785
fuel,14.978705128204911,3.4118381572270144
days_since_posted,8.171457264956734,10.1020064585431
engine_liters_missing,2.9993732193727736,0.5445545589162666
engine_cylinders_missing,1.164611111110662,0.6431434947175706
transmission,0.6327692307687357,0.40156040303656393
days_since_posted_missing,0.0,0.0
