feature,importance_mean,importance_std
year_num,972.4029124149663,53.80321482764634
mileage_num,603.3583131802725,66.9758129790478
model_base,409.25299719387783,23.580311775766862
make,364.02726096938784,48.97266795829583
mileage_per_year,200.43585892857135,67.5848775594282
body_type,189.65558843537457,34.243752645107584
condition,180.86391726190467,12.248654331574548
engine_liters,125.83834974489783,21.979707554718626
fuel,30.031909523809738,5.047969736248808
engine_cylinders,28.0931687074828,6.723670842529506
location_state,0.45903010204074235,0.8306200451708525
transmission,0.0,0.0
days_since_posted,-19.974226530612395,20.192876201029996
