feature,importance_mean,importance_std
year,2362.862347976191,166.62627743150642
mileage,1424.6111086666665,64.44929468107419
make,431.37890292857156,24.013022663294883
condition,331.75592090476204,59.74390999754332
mileage_per_year,295.34591157142876,39.25486933454112
model,278.81632550000006,25.282727744655734
engine_cylinders,123.13502366666663,16.978918922836005
body_type,71.80344252380947,34.72064856139332
engine_liters,36.8959896666669,14.726998542295759
fuel,32.37430338095264,15.00139340080166
days_since_posted,15.347071666666853,17.320609481118762
state,9.671710000000076,14.995395827579706
engine_cylinders_missing,2.5153565238098055,1.5548486030002846
engine_liters_missing,0.5597320000000764,1.8144790271146083
days_since_posted_missing,0.0,0.0
transmission,-0.3762759999995978,0.42316756447547643
