feature,importance_mean,importance_std
year_num,951.5290831103976,92.33944989947426
mileage_num,762.5473614232211,24.7702019328413
model_base,401.622261548065,45.587390868822084
make,362.35242669876936,65.18392560848245
mileage_per_year,201.40140823970052,32.79179526924405
condition,201.15499438202278,11.83906146618239
engine_liters,142.06498822899957,24.56465838693497
body_type,120.46927198145204,18.59262060983872
fuel,46.55601498127326,13.1206928094952
engine_cylinders,37.332271981451775,15.322676724563967
days_since_posted,10.686990012484603,19.0576588746071
location_state,1.0323071161050392,1.0866790193697795
transmission,0.0,0.0
