feature,importance_mean,importance_std
year,2512.881255479814,126.33876745946694
mileage,1590.479543632838,77.82598719366747
make,356.5236809269164,60.62655801945361
model,341.79083815204433,56.547749751903815
mileage_per_year,336.799410305381,7.057921567188044
condition,308.6868215314099,16.744858045259075
engine_cylinders,131.01986181465608,29.513756291797304
engine_liters,53.2885690681871,8.81053042170575
body_type,49.834071653836325,27.73712643729288
fuel,43.43319252316278,9.510155626410537
days_since_posted,17.406656333862337,14.796666119225494
state,10.588312217194561,5.905175511205633
transmission,3.3419230769228307,3.547997873584108
engine_cylinders_missing,2.016793774852522,2.88625509828502
days_since_posted_missing,0.0,0.0
engine_liters_missing,-0.47550377073903294,1.2680595866578133
