feature,importance_mean,importance_std
year,2237.226075465243,134.79970255923362
mileage,1500.902314860427,141.54239833090145
make,422.371070561941,40.362021247631084
model,362.6746817186646,45.050910398195825
mileage_per_year,252.70095753512115,3.1432352325636317
body_type,67.66318641671197,9.273644269538272
condition,66.67533857872641,16.484244370830766
engine_cylinders,57.05918545885761,16.630649348107127
engine_liters,30.569482941069328,3.099637314152824
days_since_posted,16.3586775223499,18.059580442324776
fuel,10.30343933588738,5.85505715877314
engine_liters_missing,6.316915070242703,0.8684759861789887
engine_cylinders_missing,3.6503515325670377,1.0693298913510008
state,3.302871008940292,11.8072647692783
transmission,1.7477476737819415,0.3743672914083667
days_since_posted_missing,0.0,0.0
