feature,importance_mean,importance_std
year_num,2639.3096431140802,142.2364127362741
mileage_num,1539.550479102432,198.34438963667685
make,549.8214325111343,104.31029404678821
model_base,467.1280883007874,24.76519216171514
mileage_per_year,359.53350008564587,53.52572373732375
condition,296.6424880095924,37.439619856200636
engine_liters,56.97897644741361,18.9344670976985
engine_cylinders,50.11886913326489,12.906149195173246
body_type,16.201622901678547,23.464761087292214
fuel,15.879232613909062,14.149600794484522
location_state,7.310902278177764,30.885759649728726
days_since_posted,7.0021046591296,6.226211865662359
engine_cylinders_missing,1.2949124700243373,1.3733026278646059
transmission,0.6163057553958424,3.325901596423762
days_since_posted_missing,0.0,0.0
engine_liters_missing,-0.0920875299756517,0.9873138000474014
