feature,importance_mean,importance_std
year,2068.466667491529,100.30981991615039
mileage,1338.7136937310509,140.99094254278532
model,344.2169114499733,15.425453486805797
make,329.42590467273095,29.10141317049419
mileage_per_year,222.59964602282906,66.96533102035026
engine_cylinders,54.77114107365814,16.64521665274333
condition,46.898602773319546,19.881784503124248
engine_liters,38.63856367041235,5.838395947941246
body_type,23.222538077403623,22.901656122894604
days_since_posted,7.863032459426177,4.421376986205037
fuel,6.735218655252629,1.404079013069182
state,4.678073657928053,9.531648195976928
engine_liters_missing,4.507078874621311,1.0374923544974644
engine_cylinders_missing,4.465848002497387,1.3285976205710113
transmission,0.6745443196006817,0.5106979550897474
days_since_posted_missing,0.0,0.0
