feature,importance_mean,importance_std
yr,2365.691327691266,96.03821568279918
mi,1447.500227375311,63.21451571283885
mk,337.20012164297043,61.405879145043805
mdl,230.24984269916513,34.22266958085117
mi_py,177.58654056646392,76.88010222019491
bdy,81.80531059580252,23.47778351601014
cnd,78.68405986233347,15.99805383372794
eng_c,70.04149627623573,43.072721734449566
eng_l,34.60853266756949,16.339835327706947
ful,30.3451169036337,14.055992738468825
days_post,5.442428909952833,9.63408779548846
eng_c_miss,4.603337282780558,1.3021125915325678
eng_l_miss,4.112388569171889,0.7578108875747979
days_post_miss,0.0,0.0
trn,-0.46590995260648926,1.1949316724886092
st,-8.402770142180088,20.734509870030795
