feature,importance_mean,importance_std
year_num,2171.429550200803,101.30484566515665
mileage_num,1196.2477679288581,72.3852848826965
model_base,387.6131101549051,27.911492277277898
make,352.4704667240386,21.585887109588587
mileage_per_year,273.31780584241733,28.375527679528396
body_type,149.15203743545598,28.855323861756276
condition,48.10929962707951,7.279599281556258
engine_cylinders,45.022806559571656,19.025257640760312
days_since_posted,27.50129986613092,11.70003900277626
engine_liters,19.700527538726146,9.486860084310269
fuel,13.432117804551126,7.404348300415729
location_state,6.953531459169881,23.74252791734274
engine_cylinders_missing,2.150531315738772,0.521875647798754
engine_liters_missing,0.688570950468602,0.4437902497157314
transmission,0.0,0.0
days_since_posted_missing,0.0,0.0
